tx_hash,block_number,log_index,block_time,wallet,sender,recipient,project,pool_address,token_in,token_out,amount_in_float,amount_out_float,amount_in_raw,amount_out_raw,amount_usd,tick,sqrt_price_x96,liquidity,weth_price_at_block,amount_overflow,malformed_legs
0x27d4f1426417fda8a9ed21cf0b6723911aa4e1204ab162667d01f33c4394f922,21525892,221,2025-01-01 00:00:23.000000,0x76e4c2791d70b706c82ffa6fb243ad7b0487d5d7,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,Uniswap V3,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.005,16.650152,5000000000000000,16650152,16.650152,195207,1.372609137763899e+33,7352197252816085174,3337.99,false,false
0x27d4f1426417fda8a9ed21cf0b6723911aa4e1204ab162667d01f33c4394f922,21525892,224,2025-01-01 00:00:23.000000,0x76e4c2791d70b706c82ffa6fb243ad7b0487d5d7,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,Uniswap V3,0x6928e0cee91a4ddf76cc6ed2d7a00b6a84717911,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x07d3ac6cb048cfb308d2349d4959cbd92e4a8030,16.650152,1659.3519232961569,16650152,1659351923296156847149,16.650152,-322373,7.924997688429346e+21,1121378531963851402,3337.99,false,false
0x3d0e948a9cab20b0ef45585c6d86e54754035d9e391630b09acc4d2e450636d0,21525892,344,2025-01-01 00:00:23.000000,0x065e3dbafcb2c26a978720f9eb4bce6ad9d644a1,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,Uniswap V3,0x7270233ccae676e776a659affc35219e6fcfbb10,0xc221b7e65ffc80de234bbb6667abdd46593d34f0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2006.8639003266755,602.173875,2006863900326675582077,602173875,602.173875,288363,1.4464190583415536e+35,356300690315347149,3337.99,false,false
0x7fdf6b4587e7f5d8a60c1d5aa0bdcb63308bb89e6390f5e132bb899d4a8f9b38,21525892,373,2025-01-01 00:00:23.000000,0x50acf984362825970cd6357eaa330eddee0ac9f2,0xe592427a0aece92de3edee1f18e0157c05861564,0x50acf984362825970cd6357eaa330eddee0ac9f2,Uniswap V3,0x96039fa4d049f8a234485524546db44489b12d24,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7296eaa225804451a91616b29d040cab05435f0d,0.1841256187694173,399.98038923,184125618769417322,39998038923,614.6094741961272,153457,1.70213958428111e+32,15124637242595917,3337.99,false,false
0xe057c82e6828c30ec1163d8400b2910dabbaed36c7d5697bdbe699d70eb82c8b,21525893,2,2025-01-01 00:00:35.000000,0x0bbc60e4abca38e6abc78ce86998b63f073a919e,0x6d1d1ebe7da598194293784252659e862d55b52c,0xb24cb148635e84020594f8749c5d21fcafb7c353,Uniswap V3,0xdf47636bf318f9d5cc9aafe38f7e7bf893d58fac,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8f8221afbb33998d8584a2b05749ba73c37a938a,0.75,18219.350525530124,750000000000000000,18219350525530126050252,2503.4925,-100925,5.098443817563738e+26,13022374455510685858507,3337.99,false,false
0xe2cc7957c0e66a3c6d294f01a3f5b3bed6973dd6fd5c28c9222565c0a7fb7689,21525893,39,2025-01-01 00:00:35.000000,0x276bf434613bd8cb5c8b3282ec6445c9370e33fa,0x828ae1566824a9835acb6f565e1e9ea22bfb883a,0x828ae1566824a9835acb6f565e1e9ea22bfb883a,Uniswap V3,0xdf47636bf318f9d5cc9aafe38f7e7bf893d58fac,0x8f8221afbb33998d8584a2b05749ba73c37a938a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5313.436886566511,0.21880204512827803,5313436886566511684969,218802045128278017,730.3590386177407,-100977,5.085131895034479e+26,13022374455510685858507,3337.99,false,false
0x0d455be90960ff3c36e38a9707094b82eaa5a2def05b51bf88abd1c117abcf33,21525893,45,2025-01-01 00:00:35.000000,0x74e055458c9e75c3dbc82a3f05eb4ac38ce2ef8b,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,Uniswap V3,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000.0,0.8999856579390438,3000000000,899985657939043789,3000.0,195207,1.3725994394101257e+33,7352197252816085174,3337.99,false,false
0x0d455be90960ff3c36e38a9707094b82eaa5a2def05b51bf88abd1c117abcf33,21525893,48,2025-01-01 00:00:35.000000,0x74e055458c9e75c3dbc82a3f05eb4ac38ce2ef8b,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,Uniswap V3,0xe42318ea3b998e8355a3da364eb9d48ec725eb45,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,0.8999856579390438,259.94371920845697,899985657939043789,259943719208456931603,3004.1431263439486,56646,1.345490237120111e+30,3749999771305520209880,3337.99,false,false
0x15b01a760a04e80fa427d47eb43b332f64227e777ed402946963fb72b5c59020,21525893,74,2025-01-01 00:00:35.000000,0xc184a59a2fdae7058a19633c758d54a28a27bbfa,0xe592427a0aece92de3edee1f18e0157c05861564,0x23e182724f1b00a3c5a2c76502096625b5fe87cd,Uniswap V3,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,215.342584,0.06429260846658343,215342584,64292608466583424,215.342584,-195185,4.5783793294584765e+24,4662359228931794941,3337.99,false,false
0x15b01a760a04e80fa427d47eb43b332f64227e777ed402946963fb72b5c59020,21525893,75,2025-01-01 00:00:35.000000,0xc184a59a2fdae7058a19633c758d54a28a27bbfa,0xe592427a0aece92de3edee1f18e0157c05861564,0xc184a59a2fdae7058a19633c758d54a28a27bbfa,Uniswap V3,0x23e182724f1b00a3c5a2c76502096625b5fe87cd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2a92525fda8d3ab481f8e2a913b64b64bd1c9fdd,0.06429260846658343,74.79,64292608466583424,74790000000000000000,214.6080841353708,-70604,2.321754511202669e+27,1104722965244904211883,3337.99,false,false
